7.5,1109.0
8.0,1775.0
8.5,1886.0
9.0,1109.0
9.5,1442.0
10.0,1553.0
10.5,1331.0
11.0,1220.0
11.5,887.0
12.0,1109.0
12.5,1775.0
13.0,1553.0
13.5,1553.0
14.0,1442.0
14.5,1775.0
15.0,1775.0
15.5,1442.0
16.0,1553.0
16.5,1109.0
17.0,1331.0
17.5,665.0
18.0,1553.0
18.5,1553.0
19.0,1775.0
19.5,2441.0
20.0,1886.0
20.5,1664.0
21.0,1664.0
21.5,1442.0
22.0,1109.0
22.5,887.0
23.0,1220.0
23.6,1997.0
24.1,1331.0
24.6,1442.0
25.1,1331.0
25.6,1442.0
26.1,1442.0
26.6,1331.0
27.1,1331.0
27.6,1331.0
28.1,998.0
28.6,1220.0
29.1,1553.0
29.6,998.0
30.1,1664.0
30.6,1553.0
31.1,1220.0
31.6,1553.0
32.1,1109.0
32.6,1331.0
33.1,887.0
33.6,887.0
34.1,1109.0
34.6,887.0
35.1,998.0
35.6,998.0
36.1,998.0
36.6,1553.0
37.1,1553.0
37.6,998.0
38.1,1109.0
38.6,1109.0
39.1,1331.0
39.6,887.0
40.1,665.0
40.6,887.0
41.1,998.0
41.6,1109.0
42.1,1775.0
42.6,1886.0
43.1,1664.0
43.6,1220.0
44.1,998.0
44.6,1553.0
45.1,665.0
45.6,776.0
46.2,1109.0
46.7,1109.0
47.2,998.0
47.7,1775.0
48.2,2552.0
48.7,1331.0
49.2,1331.0
49.7,665.0
50.2,665.0
50.7,1553.0
51.2,1331.0
51.7,1331.0
52.2,1775.0
52.7,1553.0
53.2,1331.0
53.7,1220.0
54.2,1886.0
54.7,887.0
55.2,887.0
55.7,887.0
56.2,1331.0
56.7,1109.0
57.2,1553.0
57.7,1331.0
58.2,998.0
58.7,1109.0
59.2,2108.0
59.7,1553.0
60.2,1109.0
60.7,1442.0
61.2,998.0
61.7,1553.0
62.2,1997.0
62.7,1109.0
63.2,887.0
63.7,1109.0
64.2,998.0
64.7,1553.0
65.2,1331.0
65.7,1109.0
66.2,1442.0
66.7,1553.0
67.2,1220.0
67.7,1220.0
68.2,998.0
68.7,1442.0
69.3,1109.0
69.8,1109.0
70.3,1442.0
70.8,1553.0
71.3,1886.0
71.8,998.0
72.3,1331.0
72.8,776.0
73.3,1442.0
73.8,1220.0
74.3,1109.0
74.8,1442.0
75.3,1997.0
75.8,1442.0
76.3,998.0
76.8,1442.0
77.3,554.0
77.8,776.0
78.3,887.0
78.8,998.0
79.3,1775.0
79.8,2219.0
80.3,1664.0
80.8,1886.0
81.3,776.0
81.8,776.0
82.3,1220.0
82.8,1109.0
83.3,1331.0
83.8,1331.0
84.3,1109.0
84.8,998.0
85.3,1220.0
85.8,998.0
86.3,1109.0
86.8,1109.0
87.3,1220.0
87.8,1997.0
88.3,2219.0
88.8,1109.0
89.3,998.0
89.8,554.0
90.3,665.0
90.8,2441.0
91.3,1109.0
91.8,1442.0
92.4,1442.0
92.9,1109.0
93.4,1220.0
93.9,1442.0
94.4,1109.0
94.9,6436.0
95.4,1775.0
95.9,1109.0
96.4,1886.0
96.9,998.0
97.4,998.0
97.9,998.0
98.4,665.0
98.9,665.0
99.4,1442.0
99.9,1220.0
100.4,1220.0
100.9,1553.0
101.4,1109.0
101.9,998.0
102.4,998.0
102.9,998.0
103.4,1109.0
103.9,1109.0
104.4,2441.0
104.9,1220.0
105.4,1664.0
105.9,887.0
106.4,998.0
106.9,1553.0
107.4,1442.0
107.9,1553.0
108.4,1331.0
108.9,1442.0
109.4,776.0
109.9,1553.0
110.4,998.0
110.9,1664.0
111.4,1109.0
112.0,1109.0
112.5,665.0
113.0,1553.0
113.5,1442.0
114.0,1553.0
114.5,1442.0
115.0,1109.0
115.5,665.0
116.0,776.0
116.5,887.0
117.0,1331.0
117.5,1553.0
118.0,1109.0
118.5,1109.0
119.0,998.0
119.5,776.0
120.0,1331.0
120.5,1442.0
121.0,3329.0
121.5,887.0
122.0,1109.0
122.5,1775.0
123.0,998.0
123.5,1997.0
124.0,3329.0
124.5,1220.0
125.0,1109.0
125.5,1442.0
126.0,887.0
126.5,1553.0
127.0,1553.0
127.5,1109.0
128.0,1442.0
128.5,998.0
129.0,887.0
129.5,998.0
130.1,998.0
130.6,1997.0
131.1,1331.0
131.6,1553.0
132.1,1109.0
132.6,665.0
133.1,1664.0
133.6,998.0
134.1,1553.0
134.6,1331.0
135.1,887.0
135.6,776.0
136.1,887.0
136.6,998.0
137.1,998.0
137.6,1220.0
138.1,998.0
138.6,2219.0
139.1,554.0
139.6,1775.0
140.1,998.0
140.6,1331.0
141.1,1886.0
141.6,1109.0
142.1,998.0
142.6,776.0
143.1,998.0
143.6,998.0
144.1,1109.0
144.6,1331.0
145.1,1331.0
145.6,776.0
146.1,1109.0
146.6,1553.0
147.1,1331.0
147.6,1109.0
148.2,1109.0
148.7,776.0
149.2,1775.0
149.7,1886.0
150.2,1220.0
150.7,2108.0
151.2,1886.0
151.7,3107.0
152.2,998.0
152.7,1331.0
153.2,2330.0
153.7,1553.0
154.2,998.0
154.7,1553.0
155.2,887.0
155.7,776.0
156.2,887.0
156.7,1664.0
157.2,1775.0
157.7,1664.0
158.2,3773.0
158.7,998.0
159.2,998.0
159.7,1331.0
160.2,1109.0
160.7,1775.0
161.2,1886.0
161.7,1553.0
162.2,1553.0
162.7,1220.0
163.2,1442.0
163.7,998.0
164.2,1331.0
164.7,1220.0
165.3,1331.0
165.8,998.0
166.3,1109.0
166.8,1331.0
167.3,776.0
167.8,1331.0
168.3,1109.0
168.8,1997.0
169.3,1664.0
169.8,1220.0
170.3,1220.0
170.8,1109.0
171.3,1775.0
171.8,1109.0
172.3,1331.0
172.8,1331.0
173.3,1109.0
173.8,776.0
174.3,1331.0
174.8,1220.0
175.3,887.0
175.8,1442.0
176.3,1664.0
176.8,1553.0
177.3,1442.0
177.8,1109.0
178.3,1109.0
178.8,1442.0
179.3,1553.0
179.8,1331.0
180.3,1664.0
180.8,1553.0
181.3,1442.0
181.8,1109.0
182.4,1109.0
182.9,1442.0
183.4,1886.0
183.9,1997.0
184.4,1775.0
184.9,998.0
185.4,1220.0
185.9,1442.0
186.4,1331.0
186.9,1775.0
187.4,1997.0
187.9,1220.0
188.4,998.0
188.9,2108.0
189.4,1109.0
189.9,665.0
190.4,998.0
190.9,776.0
191.4,1109.0
191.9,1997.0
192.4,1220.0
192.9,1553.0
193.4,887.0
193.9,1442.0
194.4,998.0
194.9,887.0
195.4,554.0
195.9,2996.0
196.4,1109.0
196.9,1220.0
197.4,1442.0
197.9,1220.0
198.4,1109.0
198.9,665.0
199.4,776.0
199.9,1220.0
200.5,1220.0
201.0,1109.0
201.5,2552.0
202.0,1442.0
202.5,1220.0
203.0,1220.0
203.5,887.0
204.0,887.0
204.5,998.0
205.0,887.0
205.5,998.0
206.0,2441.0
206.5,1220.0
207.0,1997.0
207.5,1553.0
208.0,1442.0
208.5,998.0
209.0,4993.0
209.5,1997.0
210.0,1886.0
210.5,1775.0
211.0,1331.0
211.5,1553.0
212.0,1442.0
212.5,1331.0
213.0,1664.0
213.5,1997.0
214.0,2108.0
214.5,1553.0
215.0,1109.0
215.5,1220.0
216.0,1664.0
216.5,998.0
217.0,1109.0
217.6,1331.0
218.1,1775.0
218.6,1220.0
219.1,1664.0
219.6,2552.0
220.1,776.0
220.6,1109.0
221.1,1109.0
221.6,1220.0
222.1,1331.0
222.6,1109.0
223.1,1331.0
223.6,665.0
224.1,554.0
224.6,887.0
225.1,887.0
225.6,1220.0
226.1,1109.0
226.6,1775.0
227.1,1109.0
227.6,1331.0
228.1,998.0
228.6,887.0
229.1,1220.0
229.6,1109.0
230.1,1775.0
230.6,1442.0
231.1,1331.0
231.6,1220.0
232.1,887.0
232.6,1109.0
233.1,1109.0
233.6,1442.0
234.1,1553.0
234.7,1553.0
235.2,1331.0
235.7,1220.0
236.2,665.0
236.7,887.0
237.2,998.0
237.7,998.0
238.2,1109.0
238.7,1331.0
239.2,1109.0
239.7,998.0
240.2,998.0
240.7,554.0
241.2,998.0
241.7,998.0
242.2,998.0
242.7,1331.0
243.2,1442.0
243.7,998.0
244.2,1220.0
244.7,1109.0
245.2,998.0
245.7,776.0
246.2,1109.0
246.7,998.0
247.2,3884.0
247.7,2774.0
248.2,1220.0
248.7,1442.0
249.2,1109.0
249.7,1109.0
250.2,665.0
250.7,887.0
251.2,1109.0
251.7,998.0
252.2,1886.0
252.7,1331.0
253.3,1331.0
253.8,998.0
254.3,1997.0
254.8,998.0
255.3,1553.0
255.8,1997.0
256.3,1109.0
256.8,1997.0
257.3,1442.0
257.8,1220.0
258.3,1109.0
258.8,1109.0
259.3,1775.0
259.8,1220.0
260.3,1664.0
260.8,1442.0
261.3,1442.0
261.8,1553.0
262.3,1109.0
262.8,1220.0
263.3,554.0
263.8,887.0
264.3,1220.0
264.8,1109.0
265.3,2441.0
265.8,1220.0
266.3,1553.0
266.8,1109.0
267.3,998.0
267.8,776.0
268.3,998.0
268.8,1109.0
269.3,1997.0
269.9,1109.0
270.4,1109.0
270.9,665.0
271.4,887.0
271.9,1220.0
272.4,1331.0
272.9,1442.0
273.4,1109.0
273.9,1220.0
274.4,1109.0
274.9,776.0
275.4,1220.0
275.9,1109.0
276.4,1109.0
276.9,1442.0
277.4,1331.0
277.9,1886.0
278.9,887.0
279.4,1220.0
284.9,1220.0
285.4,1109.0
285.9,887.0
286.4,1220.0
287.0,1109.0
287.5,1553.0
288.0,1331.0
288.5,1109.0
289.0,998.0
289.5,776.0
290.0,1331.0
290.5,1109.0
291.0,1220.0
291.5,1442.0
292.0,1553.0
292.5,1442.0
293.0,998.0
293.5,4216.0
294.0,776.0
294.5,887.0
295.0,1109.0
295.5,1109.0
296.0,1109.0
296.5,1664.0
297.0,2996.0
297.5,1331.0
298.0,998.0
298.5,1109.0
299.0,776.0
299.5,776.0
300.0,1109.0
300.5,998.0
301.0,1442.0
301.5,1220.0
302.0,2219.0
302.5,4327.0
303.0,1109.0
303.5,1109.0
304.1,1109.0
304.6,776.0
305.1,1109.0
305.6,1109.0
306.1,1109.0
306.6,1553.0
307.1,1442.0
307.6,1220.0
308.1,1220.0
308.6,998.0
309.1,665.0
309.6,1109.0
310.1,1109.0
310.6,1331.0
311.1,1664.0
311.6,1220.0
312.1,1220.0
312.6,776.0
313.1,776.0
313.6,1331.0
314.1,1109.0
314.6,1109.0
315.1,1553.0
315.6,1664.0
316.1,1109.0
316.6,1220.0
317.1,1109.0
317.6,1997.0
318.1,1331.0
318.6,1109.0
319.1,1442.0
319.6,1109.0
320.1,998.0
320.6,1109.0
321.2,1997.0
321.7,998.0
322.2,1109.0
322.7,1109.0
323.2,4438.0
323.7,1664.0
324.2,1331.0
324.7,1220.0
325.2,998.0
325.7,1442.0
326.2,998.0
326.7,1109.0
327.2,1220.0
327.7,1220.0
328.2,1109.0
328.7,998.0
329.2,998.0
329.7,887.0
330.2,998.0
330.7,1220.0
331.2,1664.0
331.7,1220.0
332.2,2108.0
332.7,3107.0
333.2,1553.0
333.7,1331.0
334.2,1220.0
334.7,1442.0
335.2,887.0
335.7,1553.0
336.2,998.0
336.7,1220.0
337.2,1220.0
337.7,1331.0
338.2,1442.0
338.8,1220.0
339.3,1220.0
339.8,110.0
340.3,998.0
340.8,1109.0
341.3,1553.0
341.8,1220.0
342.3,1109.0
342.8,887.0
343.3,2108.0
343.8,1442.0
344.3,1775.0
344.8,1664.0
345.3,1442.0
345.8,665.0
346.3,1775.0
346.8,1220.0
347.3,1664.0
347.8,1442.0
348.3,1442.0
348.8,1220.0
349.3,1220.0
349.8,1109.0
350.3,1220.0
350.8,1109.0
351.3,1109.0
351.8,1109.0
352.3,1220.0
352.8,1775.0
353.3,1664.0
353.8,1664.0
354.3,998.0
354.8,1109.0
355.4,1109.0
355.9,1997.0
356.4,1109.0
356.9,1109.0
357.4,776.0
357.9,1331.0
358.4,1109.0
358.9,1331.0
359.4,998.0
359.9,1331.0
360.4,998.0
360.9,554.0
361.4,1775.0
361.9,1664.0
362.4,1442.0
362.9,776.0
363.4,1220.0
363.9,1220.0
364.4,776.0
364.9,1331.0
365.4,1664.0
365.9,1442.0
366.4,1331.0
366.9,1331.0
367.4,998.0
367.9,1109.0
368.4,1220.0
368.9,1220.0
369.4,1442.0
369.9,1109.0
370.4,998.0
370.9,1331.0
371.4,887.0
371.9,1109.0
372.4,1220.0
373.0,5659.0
373.5,1109.0
374.0,1109.0
374.5,1220.0
375.0,1220.0
375.5,1442.0
376.0,1886.0
376.5,1442.0
377.0,1997.0
377.5,665.0
378.0,665.0
378.5,998.0
379.0,1442.0
379.5,1553.0
380.0,1220.0
380.5,1442.0
381.0,1109.0
381.5,887.0
382.0,1109.0
382.5,1109.0
383.0,1109.0
383.5,1553.0
384.0,1331.0
384.5,998.0
385.0,2552.0
385.5,1220.0
386.0,1331.0
386.5,1442.0
387.0,1886.0
387.5,1664.0
388.0,1109.0
388.5,776.0
389.0,1109.0
389.5,1109.0
390.1,1442.0
390.6,1220.0
391.1,1997.0
391.6,887.0
392.1,1442.0
392.6,1109.0
393.1,2108.0
393.6,1442.0
394.1,998.0
394.6,1109.0
395.1,1442.0
395.6,1442.0
396.1,1775.0
396.6,1664.0
397.1,1442.0
397.6,1220.0
398.1,998.0
398.6,1442.0
399.1,1331.0
399.6,2108.0
400.1,1886.0
400.6,1442.0
401.1,1220.0
401.6,776.0
402.1,1109.0
402.6,1331.0
403.1,1220.0
403.6,1775.0
404.1,2219.0
404.6,1109.0
405.1,1442.0
